item_id,sentence,option_a,option_b,gold_answer
pr_fr_002642,Le patient a pris du calcium pour réparer son os cassé mais _ était trop faible.,l' os,le calcium,A
pr_fr_002643,Le patient a pris du calcium pour réparer son os cassé mais _ était trop fort.,le calcium,l' os,A
pr_fr_002644,"Joe a fait bien pire sur le quiz la semaine dernière que sur le test d' aujourd' hui, parce que _ était une surprise.",le test,le quiz,B
pr_fr_002645,"Joe a fait bien pire au quiz la semaine dernière qu' au test d' aujourd' hui, car _ était prévu.",le test,le quiz,A
pr_fr_002646,"Oly voulait faire de Jenna sa petite amie, alors il l' a emmenée à un rendez-vous au cinéma plutôt qu' au pub, car _ était un lieu inapproprié.",le cinéma,le pub,B
pr_fr_002647,"Oly voulait faire de Jenna sa petite amie, alors il l' a emmenée à un rendez-vous au cinéma plutôt qu' au pub, car _ était un lieu approprié.",le pub,le cinéma,B
pr_fr_002648,La communauté voulait construire l' école sur la propriété mais _ était trop petite.,la propriété,l' école,A
pr_fr_002649,La communauté voulait construire l' école sur la propriété mais _ était trop grande.,la propriété,l' école,B
pr_fr_002650,"J' ai lancé un programme pour les jeunes qui fonctionnait mieux que l' ancien système, car _ est nouveau.",le programme,le système,A
pr_fr_002651,"J' ai lancé un programme pour les jeunes qui fonctionnait mieux que l' ancien système, car _ est désuet.",le programme,le système,B
pr_fr_002652,"Ma radio est beaucoup moins utilisée que ma télévision, car _ est ennuyeuse.",la télévision,la radio,B
pr_fr_002653,"Ma radio est beaucoup moins utilisée que ma télévision, car _ est divertissante.",la radio,la télévision,B
pr_fr_002654,"Il a essayé d' utiliser un outil pour couper à travers le bois, mais _ était épais.",le bois,l' outil,A
pr_fr_002655,"Il a essayé d' utiliser un outil pour couper à travers le bois, mais _ était fragile.",l' outil,le bois,A
pr_fr_002656,Le cuisinier sortit les plats du four et les posa sur le comptoir jusqu' à ce que _ soit vide.,le four,le comptoir,A
pr_fr_002657,Le cuisinier sortit les plats du four et les posa sur le comptoir jusqu' à ce que _ soit plein.,le four,le comptoir,B
pr_fr_002658,"Avec mon entorse de la cheville, je n' arrive pas à mettre mon pied dans ma chaussure car _ est trop grosse.",la chaussure,l' entorse,B
pr_fr_002659,"Avec mon entorse de la cheville, je n' arrive pas à mettre mon pied dans ma chaussure car _ est trop petite.",la chaussure,l' entorse,A
pr_fr_002660,"Josh a utilisé du béton lorsqu' il a couvert son allée au lieu de gravier, même si _ était moins cher.",le gravier,le béton,A
pr_fr_002661,"Josh a utilisé du béton lorsqu' il a couvert son entrée au lieu de gravier, même si _ était cher.",le béton,le gravier,A
pr_fr_002662,"Au lieu de faire relier le livre avec du cuir, Mary a demandé à le faire relier avec du tissu, car _ se heurtait à ses autres livres.",le tissu,le cuir,B
pr_fr_002663,"Au lieu de faire relier le livre avec du cuir, Mary a demandé à le faire relier avec du tissu, parce que _ correspondait à ses autres livres.",le cuir,le tissu,B
pr_fr_002664,"Son inquiétude concernant les hauteurs a disparu après être passée du toit au sol, car _ était dangereux.",le sol,le toit,B
pr_fr_002665,"Son inquiétude concernant les hauteurs a disparu après être passée du toit au sol, car _ se sentait en sécurité.",le sol,le toit,A
pr_fr_002666,"Ils ont enterré le cercueil de leur père dans le sol et rempli le trou, et maintenant _ est enterré.",le cercueil,le trou,A
pr_fr_002667,"Ils ont enterré le cercueil de leur père dans le sol et ont rempli le trou, et maintenant _ est rempli.",le cercueil,le trou,B
pr_fr_002668,"Le téléphone a généré beaucoup de factures pour les résidents, contrairement au câble, car _ était cher.",le téléphone,le câble,A
pr_fr_002669,"Le téléphone a généré beaucoup de factures pour les résidents, contrairement au câble, car _ était peu coûteux.",le câble,le téléphone,A
pr_fr_002670,"Elsie aimait l' espace et passait plus de temps dans le planétarium que l' aquarium, car _ stimulait son imagination.",le planétarium,l' aquarium,A
pr_fr_002671,"Elsie aimait l' espace et passait plus de temps dans le planétarium que l' aquarium, car _ limitait son imagination.",le planétarium,l' aquarium,B
pr_fr_002672,Il avait renversé son verre de jus d' orange sur le sol alors maintenant _ est sale.,le verre,le sol,B
pr_fr_002673,Il avait renversé son verre de jus d' orange sur le sol alors maintenant _ est vide.,le sol,le verre,B
pr_fr_002674,"Le fruit du magasin était bien pire que le jus, car _ était frais.",le jus,le fruit,A
pr_fr_002675,"Le fruit du magasin était bien pire que le jus, car _ était vieux.",le jus,le fruit,B
pr_fr_002676,"Ma mère est allée suivre le programme et non le certificat, car _ était plus facile.",le certificat,le programme,B
pr_fr_002677,"Ma mère est allée suivre le programme et non le certificat, car _ était plus difficile.",le programme,le certificat,B
pr_fr_002678,"Devin est tombé malade après avoir mangé la saucisse, alors il s' est allongé sur le canapé et s' est ensuite déplacé vers le lit parce que _ était trop grumeleux.",le lit,le canapé,B
pr_fr_002679,"Devin est tombé malade après avoir mangé la saucisse, alors il s' est allongé sur le canapé et s' est ensuite déplacé vers le lit parce que _ était plus confortable.",le lit,le canapé,A
pr_fr_002680,L' homme a abandonné sa maison pour la petite pièce de la ville parce que _ était chère.,la maison,la chambre,A
pr_fr_002681,L' homme a abandonné sa maison pour la petite pièce de la ville parce que _ était bon marché.,la maison,la chambre,B
pr_fr_002682,"La nouvelle loi a toujours été appliquée contrairement à la règle, car _ était plus sérieuse.",la règle,la loi,B
pr_fr_002683,"La nouvelle loi a toujours été appliquée contrairement à la règle, car _ était plus clémente.",la règle,la loi,A
pr_fr_002684,Ils voulaient commander de la nourriture dans un restaurant mais ont fini par acheter dans un café local parce que _ était cher.,le restaurant,le café,A
pr_fr_002685,Ils voulaient commander de la nourriture dans un restaurant mais ont fini par acheter dans un café local parce que _ était bon marché.,le café,le restaurant,A
pr_fr_002686,"Nous n' avons pas pu extraire le sang mais avons extrait le plasma, car _ était inaccessible à l' aiguille.",le sang,le plasma,A
pr_fr_002687,"Nous n' avons pas pu extraire le sang mais avons extrait le plasma, car _ était accessible par l' aiguille.",le plasma,le sang,A
pr_fr_002688,L' architecte a essayé de construire la pièce à l' intérieur de la maison mais _ était trop petite.,la pièce,la maison,B
pr_fr_002689,L' architecte a essayé de construire la pièce à l' intérieur de la maison mais _ était trop grande.,la pièce,la maison,A
pr_fr_002690,L' homme a choisi le thon au lieu du bœuf pour le donner à ses chats car il pensait que ses chats trouveraient _ dégoûtant.,le bœuf,le thon,A
pr_fr_002691,L' homme a choisi le thon au lieu du bœuf pour le donner à ses chats car il pensait que ses chats trouveraient _ délicieux.,le bœuf,le thon,B
pr_fr_002692,Les gens ont quitté le film et sont allés voir le groupe jouer parce que _ est intéressant.,le film,le groupe,B
pr_fr_002693,Les gens ont quitté le film et sont allés voir le groupe jouer parce que _ est ennuyeux.,le film,le groupe,A
pr_fr_002694,Les filles voulaient faire voler un cerf-volant dans le vent au parc mais _ est trop fragile.,le cerf-volant,le vent,A
pr_fr_002695,Les filles voulaient faire voler un cerf-volant dans le vent au parc mais _ est trop fort.,le vent,le cerf-volant,A
pr_fr_002696,"Les citoyens aimaient beaucoup plus la police que l' armée, car _ était toujours gentille avec eux.",l' armée,la police,B
pr_fr_002697,"Les citoyens aimaient beaucoup plus la police que l' armée, car _ était toujours méchante avec eux.",l' armée,la police,A
pr_fr_002698,"Le vent a pu éteindre le feu que nous avons construit pour le camping, _ était trop fort.",le feu,le vent,B
pr_fr_002699,"Le vent a pu éteindre le feu que nous avons construit pour le camping, _ était trop faible.",le feu,le vent,A
pr_fr_002700,"Après l' opération du genou, il a essayé d' utiliser un déambulateur, mais il est passé en fauteuil roulant, car _ était mal à l' aise.",le déambulateur,le roulant,A
pr_fr_002701,"Après la chirurgie du genou, il a essayé d' utiliser un déambulateur mais est passé en fauteuil roulant, car _ était plus confortable.",le déambulateur,le roulant,B
pr_fr_002702,"Le lemming voulait se cacher derrière le rocher dans sa cage, mais _ était trop petit.",le rocher,le lemming,A
pr_fr_002703,"Le lemming voulait se cacher derrière le rocher dans sa cage, mais _ était trop gros.",le rocher,le lemming,B
pr_fr_002704,"Pendant que l' enseignante enseigne aux enfants, elle utilise l' animal comme accessoire au lieu du robot car _ semblait amical.",l' animal,le robot,A
pr_fr_002705,"Pendant que l' enseignant enseigne aux enfants, elle utilise l' animal comme accessoire au lieu du robot car _ semblait neutre.",le robot,l' animal,A
pr_fr_002706,James parlait aussi fort que sa voix pouvait passer sur la musique mais personne ne pouvait l' entendre parce que _ est plus forte.,la musique,la voix,A
pr_fr_002707,James parlait aussi fort que sa voix pouvait passer sur la musique mais personne ne pouvait l' entendre parce que _ était plus basse.,la voix,la musique,A
pr_fr_002708,"Le vent de la nuit dernière a réussi à renverser le vieux chêne dans la cour, _ était trop fort.",l' arbre,le vent,B
pr_fr_002709,"Le vent de la nuit dernière a réussi à renverser le vieux chêne dans la cour, _ était trop faible.",l' arbre,le vent,A
pr_fr_002710,"Mary a acheté un réservoir pour son gecko de compagnie dans la boutique en ligne, mais _ était trop large.",le réservoir,le gecko,B
pr_fr_002711,"Mary a acheté un réservoir pour son gecko de compagnie dans la boutique en ligne, mais _ était trop étroit.",le gecko,le réservoir,B
pr_fr_002712,"Scott voulait acheter une nouvelle poupée pour sa fille après son prochain chèque de paie, mais _ était trop chère.",la poupée,le paie,A
pr_fr_002713,"Scott voulait acheter une nouvelle poupée pour sa fille après son prochain chèque de paie, mais _ de était trop petit.",la poupée,le paie,B
pr_fr_002714,L' équipe de l' entreprise a dû être complètement restructurée pour le mois suivant car _ était paresseuse.,l' entreprise,l' équipe,B
pr_fr_002715,L' équipe de l' entreprise a dû être complètement restructurée pour le mois suivant parce que _ était concentrée.,l' entreprise,l' équipe,A
pr_fr_002716,Le public du concert d' opéra a été expulsé parce que _ commençait à créer des ennuis.,le concert,le public,B
pr_fr_002717,Le public du concert d' opéra a été expulsé parce que _ restait paisible.,le public,le concert,B
pr_fr_002718,"Il a fallu beaucoup plus d' efforts à Michael pour couper une citrouille qu' une aubergine, car _ est dure.",l' aubergine,la citrouille,B
pr_fr_002719,"Il a fallu beaucoup plus d' efforts à Michael pour couper une citrouille qu' une aubergine, car _ est molle.",l' aubergine,la citrouille,A
pr_fr_002720,"Steve voulait utiliser le laser pour détruire le monstre dans le jeu vidéo, mais _ était trop faible.",le laser,le monstre,A
pr_fr_002721,"Steve voulait utiliser le laser pour détruire le monstre dans le jeu vidéo, mais _ était trop fort.",le laser,le monstre,B
pr_fr_002722,Le drapeau peut difficilement souffler lorsqu' il est soulevé au vent car _ est lourd.,le drapeau,le vent,A
pr_fr_002723,Le drapeau peut difficilement souffler lorsqu' il est soulevé au vent car _ est léger.,le vent,le drapeau,A
pr_fr_002724,Les garçons voulaient créer un groupe dans leur garage mais _ était trop grand.,le garage,le groupe,B
pr_fr_002725,Les garçons voulaient créer un groupe dans leur garage mais _ était trop petit.,le groupe,le garage,B
pr_fr_002726,John n' a pas pu entendre l' alarme de sa montre lorsque le professeur a élevé la voix vers lui parce que _ est forte.,l' alarme,la voix,B
pr_fr_002727,John n' a pas pu entendre l' alarme de sa montre lorsque le professeur a élevé la voix vers lui car _ est silencieuse.,la voix,l' alarme,B
pr_fr_002728,"Brenda a utilisé un bloc de yoga pendant les cours au lieu d' un groupe, car _ était utile.",le bloc,le groupe,A
pr_fr_002729,"Brenda a utilisé un bloc de yoga pendant les cours au lieu d' un groupe, car _ était inutile.",le groupe,le bloc,A
pr_fr_002730,Le chat ne rentre pas dans le bac à litière que nous lui avons acheté car _ est trop petit.,le chat,le bac,B
pr_fr_002731,Le chat ne rentre pas dans le bac à litière que nous lui avons acheté car _ est trop gros.,le bac,le chat,B
pr_fr_002732,L' arbre forestier peut à peine sentir la présence du vent qui le traverse car _ est léger.,le vent,l' arbre,A
pr_fr_002733,L' arbre forestier peut à peine sentir la présence du vent qui le traverse car _ est fort.,l' arbre,le vent,A
pr_fr_002734,Il est beaucoup plus facile de consommer du gingembre que du curcuma car _ est plus épicé.,le curcuma,le gingembre,A
pr_fr_002735,Il est beaucoup plus facile de consommer du gingembre que du curcuma car _ est plus doux.,le gingembre,le curcuma,A
